INFO 2025-06-02 13:53:05,034 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-02 15:30:20,595 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-13 18:24:58,026 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-13 18:30:29,112 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-17 17:26:39,513 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-17 17:29:13,078 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-17 17:29:24,621 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-17 17:29:41,373 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-17 17:37:42,376 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-17 17:37:45,422 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-17 17:37:48,543 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-17 18:42:05,112 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-17 18:43:05,140 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-17 19:03:05,162 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-17 19:04:05,174 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-17 19:24:05,192 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-17 19:25:05,205 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-17 19:45:05,226 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-17 19:46:05,238 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-17 20:06:05,267 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-17 20:07:05,288 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-17 20:27:05,318 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-17 20:28:05,349 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-20 12:53:30,665 attendance_worker Starting camera monitoring for 306 (rtsp://192.168.0.42)
INFO 2025-06-20 12:57:31,132 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:00:28,835 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:01:41,529 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:04,342 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:04,350 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,093 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,093 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,093 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,093 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,108 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,113 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,115 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,119 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,121 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,124 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,127 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,130 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,134 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,137 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,142 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,146 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,149 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,153 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,155 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,158 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,160 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,164 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,167 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,170 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,170 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,180 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,183 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,187 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,191 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,191 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,197 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,200 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,200 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,200 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,211 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,215 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,219 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,222 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,228 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,230 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,230 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,238 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,241 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,243 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,249 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,252 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,257 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,261 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,265 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,267 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,271 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,271 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,279 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,283 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,283 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,290 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,293 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,297 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,301 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,302 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,302 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,302 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,312 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,316 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,318 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,321 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,322 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,322 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,330 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,333 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,335 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,338 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,338 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,338 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,345 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,348 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,351 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,354 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,354 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,354 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,364 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,367 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,367 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,367 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,375 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,377 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,382 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,385 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,387 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,390 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,392 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,398 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,399 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,404 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,406 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,408 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,413 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,415 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,419 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,423 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,426 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,430 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,433 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,437 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,439 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,441 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,446 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,448 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,448 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
INFO 2025-06-20 13:02:14,456 attendance_worker Stopping camera monitoring for 306
INFO 2025-06-20 13:02:14,459 attendance_worker Starting camera monitoring for 306 (rtsp://admin:12345@192.168.0.145)
